participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
87,3,1,fixation,16.0,,,,,,,
87,3,1,trial,,1,crib,1,images/localiser_images/crib\crib_06s.jpg,0,0.3,0.5
87,3,1,trial,,1,crib,2,images/localiser_images/crib\n03131574_25285.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,3,images/localiser_images/crib\n03131574_4172.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,4,images/localiser_images/crib\n03131574_4172.JPEG,1,0.3,0.5
87,3,1,trial,,1,crib,5,images/localiser_images/crib\n03131574_13459.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,6,images/localiser_images/crib\n03131574_297.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,7,images/localiser_images/crib\n03131574_17697.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,8,images/localiser_images/crib\crib_16n.jpg,0,0.3,0.5
87,3,1,trial,,1,crib,9,images/localiser_images/crib\n03131574_23147.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,10,images/localiser_images/crib\n03131574_17761.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,11,images/localiser_images/crib\n03131669_3859.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,12,images/localiser_images/crib\n03131574_18263.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,13,images/localiser_images/crib\n03131574_10474.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,14,images/localiser_images/crib\n03131669_2010.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,15,images/localiser_images/crib\n03131669_11180.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,16,images/localiser_images/crib\n03131669_4992.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,17,images/localiser_images/crib\n03131574_30490.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,18,images/localiser_images/crib\n03131574_15057.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,19,images/localiser_images/crib\n03131669_13523.JPEG,0,0.3,0.5
87,3,1,trial,,1,crib,20,images/localiser_images/crib\crib_02s.jpg,0,0.3,0.5
87,3,1,fixation,4.0,,,,,,,
87,3,1,trial,,2,cup,1,images/localiser_images/cup\cup_27.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,2,images/localiser_images/cup\n03216710_13212.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,3,images/localiser_images/cup\n03063073_4872.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,4,images/localiser_images/cup\cup_29.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,5,images/localiser_images/cup\cup_135.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,6,images/localiser_images/cup\n03216710_12946.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,7,images/localiser_images/cup\cup_63.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,8,images/localiser_images/cup\n04397452_281.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,9,images/localiser_images/cup\cup_142.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,10,images/localiser_images/cup\n03147509_5860.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,11,images/localiser_images/cup\n04397452_16514.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,12,images/localiser_images/cup\cup_103.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,13,images/localiser_images/cup\n03063073_8439.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,14,images/localiser_images/cup\cup_30.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,15,images/localiser_images/cup\cup_81.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,16,images/localiser_images/cup\cup_07s.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,17,images/localiser_images/cup\cup_51.jpg,0,0.3,0.5
87,3,1,trial,,2,cup,18,images/localiser_images/cup\n03216710_4107.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,19,images/localiser_images/cup\n07930864_20919.JPEG,0,0.3,0.5
87,3,1,trial,,2,cup,20,images/localiser_images/cup\cup_11s.jpg,0,0.3,0.5
87,3,1,fixation,4.0,,,,,,,
87,3,1,trial,,3,eraser,1,images/localiser_images/eraser\eraser_03s.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,2,images/localiser_images/eraser\rubber eraser_47.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,3,images/localiser_images/eraser\rubber eraser_222.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,4,images/localiser_images/eraser\rubber eraser_142.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,5,images/localiser_images/eraser\rubber eraser_1.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,6,images/localiser_images/eraser\rubber eraser_114.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,7,images/localiser_images/eraser\rubber eraser_116.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,8,images/localiser_images/eraser\rubber eraser_201.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,9,images/localiser_images/eraser\rubber eraser_72.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,10,images/localiser_images/eraser\rubber eraser_103.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,11,images/localiser_images/eraser\rubber eraser_62.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,12,images/localiser_images/eraser\rubber eraser_157.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,13,images/localiser_images/eraser\rubber eraser_226.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,14,images/localiser_images/eraser\rubber eraser_68.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,15,images/localiser_images/eraser\eraser_11s.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,16,images/localiser_images/eraser\rubber eraser_44.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,17,images/localiser_images/eraser\rubber eraser_97.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,18,images/localiser_images/eraser\rubber eraser_118.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,19,images/localiser_images/eraser\rubber eraser_63.jpg,0,0.3,0.5
87,3,1,trial,,3,eraser,20,images/localiser_images/eraser\rubber eraser_194.jpg,0,0.3,0.5
87,3,1,fixation,4.0,,,,,,,
87,3,1,trial,,4,hammer,1,images/localiser_images/hammer\n03481172_24804.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,2,images/localiser_images/hammer\hammer_11n.jpg,0,0.3,0.5
87,3,1,trial,,4,hammer,3,images/localiser_images/hammer\n03715669_13179.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,4,images/localiser_images/hammer\n03715669_22663.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,5,images/localiser_images/hammer\n03481521_18925.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,6,images/localiser_images/hammer\n03481172_11918.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,7,images/localiser_images/hammer\n03715669_13379.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,8,images/localiser_images/hammer\n03481521_14058.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,9,images/localiser_images/hammer\n03481172_5007.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,10,images/localiser_images/hammer\n03715669_11506.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,11,images/localiser_images/hammer\n03715669_328.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,12,images/localiser_images/hammer\n03715669_20616.JPEG,0,0.3,0.5
87,3,1,trial,,4,hammer,13,images/localiser_images/hammer\n03715669_20365.JPEG,0,0.3,0.5
