trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,20,Medium,20_0.816_0.367.png,2.97300155457354,0.815,0.363,8.3399808043215,0.0,1.0,0.9792555181932175,hidden,1.9792555181932174,4.0,1.3607252861282828,fixation,1.0
1,1,9,Incongruent,9_0.265_0.265.png,2.9383795392253274,0.26,0.257,8.054997831355031,11.312982358895042,1.0,1.199367569085077,hidden,13.512349927980118,4.0,0.8556302622699564,fixation,1.0
2,1,3,Incongruent,3_0.429_0.633.png,2.683416108367932,0.424,0.639,8.845512992232912,22.3063597294754,1.0,0.8859620335489589,hidden,24.19232176302436,4.0,1.9595509586839528,fixation,1.0
3,1,11,Medium,11_0.020_0.551.png,1.4162010545251595,0.019,0.559,8.208337514273992,33.835288830076244,1.0,1.41532642998071,hidden,36.250615260056954,4.0,0.7930110842932812,fixation,1.0
4,1,1,Congruent,1_0.857_0.204.png,2.4337374906706417,0.866,0.212,9.115370834892111,43.4598273988754,1.0,1.526449142384795,hidden,45.986276541260196,4.0,1.5889216925073155,fixation,1.0
5,1,11,Medium,11_0.388_0.714.png,2.5464912349871947,0.395,0.721,8.306317982811436,55.00893572443815,1.0,0.7153777301678255,hidden,56.724313454605976,4.0,1.5909402526436132,fixation,1.0
6,1,1,Congruent,1_1.000_0.653.png,1.9053849428399345,1.0,0.647,8.43356526191478,65.86174494223678,1.0,1.213530042442517,hidden,68.0752749846793,4.0,1.2200352194722675,fixation,1.0
7,1,8,Incongruent,8_0.837_0.980.png,1.6378043627557235,0.846,0.981,8.461995313827657,76.20069514699149,1.0,1.1278025911532157,hidden,78.3284977381447,4.0,1.3341927226744417,fixation,1.0
8,1,9,Incongruent,9_0.490_0.388.png,1.930220553789964,0.5,0.384,8.851676173371885,86.30049482357488,1.0,1.3734414971126248,hidden,88.6739363206875,4.0,1.4782346762592564,fixation,1.0
9,1,20,Medium,20_0.612_0.347.png,2.4846004395565657,0.606,0.357,8.713253018777394,97.08239155073673,1.0,1.7537104415996938,hidden,99.83610199233642,4.0,0.9595425771776991,fixation,1.0
10,1,18,Congruent,18_0.449_0.367.png,2.275534978972628,0.447,0.364,9.196594014347923,108.28024500907068,1.0,1.9623829680064717,hidden,111.24262797707715,4.0,1.2342110463414633,fixation,1.0
11,1,3,Incongruent,3_0.490_0.102.png,2.097632744835654,0.491,0.101,8.233721946718305,119.75237400239124,1.0,1.496746617828546,hidden,122.24912062021978,4.0,0.7369753288897547,fixation,1.0
12,1,22,Congruent,13b_0.551_0.939.png,1.8161209540779184,0.554,0.943,8.98177909774759,130.0837286939452,1.0,1.920115629398516,hidden,133.0038443233437,4.0,1.061663468349079,fixation,1.0
