participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
19,4,1,fixation,16.0,,,,,,,
19,4,1,trial,,1,radio,1,images/localiser_images/radio\radio_179.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,2,images/localiser_images/radio\radio_121.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,3,images/localiser_images/radio\radio_32.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,4,images/localiser_images/radio\radio_188.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,5,images/localiser_images/radio\radio_12s.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,6,images/localiser_images/radio\radio_224.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,7,images/localiser_images/radio\radio_139.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,8,images/localiser_images/radio\radio_11s.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,9,images/localiser_images/radio\radio_02s.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,10,images/localiser_images/radio\radio_233.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,11,images/localiser_images/radio\radio_246.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,12,images/localiser_images/radio\radio_61.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,13,images/localiser_images/radio\radio_201.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,14,images/localiser_images/radio\radio_240.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,15,images/localiser_images/radio\radio_240.jpg,1,0.3,0.5
19,4,1,trial,,1,radio,16,images/localiser_images/radio\radio_09s.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,17,images/localiser_images/radio\radio_142.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,18,images/localiser_images/radio\radio_93.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,19,images/localiser_images/radio\radio_242.jpg,0,0.3,0.5
19,4,1,trial,,1,radio,20,images/localiser_images/radio\radio_98.jpg,0,0.3,0.5
19,4,1,fixation,4.0,,,,,,,
