participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
39,3,1,fixation,16.0,,,,,,,
39,3,1,trial,,1,eraser,1,images/localiser_images/eraser\rubber eraser_63.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,2,images/localiser_images/eraser\rubber eraser_155.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,3,images/localiser_images/eraser\rubber eraser_111.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,4,images/localiser_images/eraser\rubber eraser_172.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,5,images/localiser_images/eraser\rubber eraser_44.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,6,images/localiser_images/eraser\rubber eraser_158.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,7,images/localiser_images/eraser\rubber eraser_7.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,8,images/localiser_images/eraser\rubber eraser_97.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,9,images/localiser_images/eraser\eraser_05s.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,10,images/localiser_images/eraser\rubber eraser_181.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,11,images/localiser_images/eraser\rubber eraser_223.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,12,images/localiser_images/eraser\rubber eraser_146.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,13,images/localiser_images/eraser\rubber eraser_164.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,14,images/localiser_images/eraser\rubber eraser_245.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,15,images/localiser_images/eraser\rubber eraser_114.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,16,images/localiser_images/eraser\rubber eraser_201.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,17,images/localiser_images/eraser\rubber eraser_174.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,18,images/localiser_images/eraser\rubber eraser_153.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,19,images/localiser_images/eraser\rubber eraser_52.jpg,0,0.3,0.5
39,3,1,trial,,1,eraser,20,images/localiser_images/eraser\eraser_01s.jpg,0,0.3,0.5
39,3,1,fixation,4.0,,,,,,,
39,3,1,trial,,2,hammer,1,images/localiser_images/hammer\n03481172_4343.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,2,images/localiser_images/hammer\n03481172_11093.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,3,images/localiser_images/hammer\n03715669_13379.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,4,images/localiser_images/hammer\n03481172_24804.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,5,images/localiser_images/hammer\n03481172_8584.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,6,images/localiser_images/hammer\n03481521_5624.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,7,images/localiser_images/hammer\n03481172_3926.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,8,images/localiser_images/hammer\hammer_02s.jpg,0,0.3,0.5
39,3,1,trial,,2,hammer,9,images/localiser_images/hammer\n03481172_14176.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,10,images/localiser_images/hammer\n03481521_8561.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,11,images/localiser_images/hammer\hammer_08s.jpg,0,0.3,0.5
39,3,1,trial,,2,hammer,12,images/localiser_images/hammer\hammer_08s.jpg,1,0.3,0.5
39,3,1,trial,,2,hammer,13,images/localiser_images/hammer\n04383301_1044.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,14,images/localiser_images/hammer\n03481172_7091.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,15,images/localiser_images/hammer\n03481521_1461.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,16,images/localiser_images/hammer\n03481172_4219.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,17,images/localiser_images/hammer\n03481172_1084.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,18,images/localiser_images/hammer\n03481172_12872.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,19,images/localiser_images/hammer\n03715669_12340.JPEG,0,0.3,0.5
39,3,1,trial,,2,hammer,20,images/localiser_images/hammer\n03715669_21399.JPEG,0,0.3,0.5
39,3,1,fixation,4.0,,,,,,,
39,3,1,trial,,3,radio,1,images/localiser_images/radio\radio_156.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,2,images/localiser_images/radio\radio_41.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,3,images/localiser_images/radio\radio_234.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,4,images/localiser_images/radio\radio_224.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,5,images/localiser_images/radio\radio_94.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,6,images/localiser_images/radio\radio_159.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,7,images/localiser_images/radio\radio_05s.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,8,images/localiser_images/radio\radio_38.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,9,images/localiser_images/radio\radio_243.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,10,images/localiser_images/radio\radio_146.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,11,images/localiser_images/radio\radio_98.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,12,images/localiser_images/radio\radio_85.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,13,images/localiser_images/radio\radio_188.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,14,images/localiser_images/radio\radio_111.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,15,images/localiser_images/radio\radio_142.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,16,images/localiser_images/radio\radio_162.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,17,images/localiser_images/radio\radio_10s.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,18,images/localiser_images/radio\radio_147.jpg,0,0.3,0.5
39,3,1,trial,,3,radio,19,images/localiser_images/radio\radio_12.jpg,0,0.3,0.5
