participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
25,4,1,fixation,16.0,,,,,,,
25,4,1,trial,,1,crib,1,images/localiser_images/crib\crib_07s.jpg,0,0.3,0.5
25,4,1,trial,,1,crib,2,images/localiser_images/crib\n03131574_6790.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,3,images/localiser_images/crib\n03131574_6790.JPEG,1,0.3,0.5
25,4,1,trial,,1,crib,4,images/localiser_images/crib\n03131574_554.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,5,images/localiser_images/crib\n03131574_16783.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,6,images/localiser_images/crib\n03131574_17761.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,7,images/localiser_images/crib\n03131574_18263.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,8,images/localiser_images/crib\n03131669_2010.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,9,images/localiser_images/crib\n03131574_14853.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,10,images/localiser_images/crib\n03131574_8098.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,11,images/localiser_images/crib\crib_11n.jpg,0,0.3,0.5
25,4,1,trial,,1,crib,12,images/localiser_images/crib\n03131574_15057.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,13,images/localiser_images/crib\n03131574_15057.JPEG,1,0.3,0.5
25,4,1,trial,,1,crib,14,images/localiser_images/crib\crib_12s.jpg,0,0.3,0.5
25,4,1,trial,,1,crib,15,images/localiser_images/crib\n03131574_29104.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,16,images/localiser_images/crib\n03131574_297.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,17,images/localiser_images/crib\crib_16n.jpg,0,0.3,0.5
25,4,1,trial,,1,crib,18,images/localiser_images/crib\n03131574_15572.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,19,images/localiser_images/crib\n03131574_17648.JPEG,0,0.3,0.5
25,4,1,trial,,1,crib,20,images/localiser_images/crib\n03131669_4992.JPEG,0,0.3,0.5
25,4,1,fixation,4.0,,,,,,,
25,4,1,trial,,2,cup,1,images/localiser_images/cup\cup_59.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,2,images/localiser_images/cup\cup_13s.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,3,images/localiser_images/cup\n04397452_15784.JPEG,0,0.3,0.5
25,4,1,trial,,2,cup,4,images/localiser_images/cup\cup_09s.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,5,images/localiser_images/cup\cup_71.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,6,images/localiser_images/cup\cup_142.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,7,images/localiser_images/cup\cup_23.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,8,images/localiser_images/cup\n03147509_5860.JPEG,0,0.3,0.5
25,4,1,trial,,2,cup,9,images/localiser_images/cup\n07930864_20919.JPEG,0,0.3,0.5
25,4,1,trial,,2,cup,10,images/localiser_images/cup\cup_12.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,11,images/localiser_images/cup\cup_30.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,12,images/localiser_images/cup\n03802643_1801.JPEG,0,0.3,0.5
25,4,1,trial,,2,cup,13,images/localiser_images/cup\cup_7.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,14,images/localiser_images/cup\cup_105.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,15,images/localiser_images/cup\cup_75.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,16,images/localiser_images/cup\cup_45.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,17,images/localiser_images/cup\n04397452_16514.JPEG,0,0.3,0.5
25,4,1,trial,,2,cup,18,images/localiser_images/cup\cup_27.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,19,images/localiser_images/cup\cup_114.jpg,0,0.3,0.5
25,4,1,trial,,2,cup,20,images/localiser_images/cup\cup_42.jpg,0,0.3,0.5
25,4,1,fixation,4.0,,,,,,,
25,4,1,trial,,3,eraser,1,images/localiser_images/eraser\eraser_11s.jpg,0,0.3,0.5
25,4,1,trial,,3,eraser,2,images/localiser_images/eraser\rubber eraser_111.jpg,0,0.3,0.5
25,4,1,trial,,3,eraser,3,images/localiser_images/eraser\eraser_07s.jpg,0,0.3,0.5
25,4,1,trial,,3,eraser,4,images/localiser_images/eraser\rubber eraser_153.jpg,0,0.3,0.5
25,4,1,trial,,3,eraser,5,images/localiser_images/eraser\rubber eraser_195.jpg,0,0.3,0.5
25,4,1,trial,,3,eraser,6,images/localiser_images/eraser\rubber eraser_237.jpg,0,0.3,0.5
25,4,1,trial,,3,eraser,7,images/localiser_images/eraser\rubber eraser_56.jpg,0,0.3,0.5
