trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,20,Congruent,20_0.633_0.755.png,1.0397390127182007,0.635,0.752,9.125908017158508,0.0,1.0,1.9259508848190308,hidden,2.9259510040283203,3.0,2.1999571323394775,fixation,1.0
1,1,3,Incongruent,3_0.408_0.429.png,1.1466286182403564,0.414,0.435,9.478513956069946,10.165647506713867,1.0,2.079864501953125,hidden,13.245512008666992,3.0,2.3986494541168213,fixation,1.0
2,1,2,Incongruent,2_0.939_0.061.png,1.688561201095581,0.936,0.065,9.321983814239502,20.790790557861328,1.0,2.0730819702148438,hidden,23.863872528076172,3.0,2.248901844024658,fixation,1.0
3,1,1,Medium,1_0.673_0.327.png,1.6880890130996704,0.665,0.336,9.057629942893982,31.801334381103516,1.0,2.100914716720581,hidden,34.90224838256836,3.0,1.9567152261734009,fixation,1.0
4,1,9,Medium,9_0.204_0.000.png,1.3653955459594727,0.214,0.0,9.150371074676514,42.547054290771484,1.0,2.048689126968384,hidden,45.595741271972656,3.0,2.10168194770813,fixation,1.0
5,1,20,Congruent,20_1.000_0.837.png,1.4139034748077393,1.0,0.834,9.19813323020935,53.06282043457031,1.0,2.3140900135040283,hidden,56.37691116333008,3.0,1.8840432167053223,fixation,1.0
6,1,3,Incongruent,3_0.449_0.388.png,1.3376696109771729,0.457,0.389,9.464581489562988,63.67485809326172,1.0,2.342742681503296,hidden,67.0176010131836,3.0,2.1218388080596924,fixation,1.0
7,1,2,Incongruent,2_0.612_0.204.png,1.4374077320098877,0.613,0.206,8.877238512039185,74.47711181640625,1.0,1.8974601030349731,hidden,77.37456512451172,3.0,1.9797784090042114,fixation,1.0
8,1,11,Congruent,11_0.327_0.980.png,1.582699179649353,0.322,0.979,9.16287112236023,84.79175567626953,1.0,2.1077492237091064,hidden,87.89950561523438,3.0,2.055121898651123,fixation,1.0
9,1,22,Congruent,13b_0.755_0.673.png,1.7544761896133423,0.751,0.683,9.393982172012329,95.53732299804688,1.0,2.230053663253784,hidden,98.76737976074219,3.0,2.163928508758545,fixation,1.0
10,1,1,Medium,1_0.939_0.347.png,1.710445523262024,0.944,0.345,9.314992666244507,106.68578338623047,1.0,2.061648368835449,hidden,109.74742889404297,3.0,2.2533442974090576,fixation,1.0
11,1,18,Incongruent,18_0.347_0.041.png,1.1925978660583496,0.34,0.045,8.980377912521362,117.71121978759766,1.0,1.9669272899627686,hidden,120.67814636230469,3.0,2.0134506225585938,fixation,1.0
12,1,22,Congruent,13b_0.694_0.612.png,1.270597219467163,0.689,0.604,9.025571942329407,127.88419342041016,1.0,1.9410828351974487,hidden,130.82528686523438,3.0,2.084489107131958,fixation,1.0
