trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,event_type,fix_dur,fix_kind,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,,Fixation,,1.7667165994644165,,,fixation,10.0,run_start,1.6080883145332336,0.0,0.0,0.6848388910293579,hidden,0.6848388910293579,0.0,0.9232494235038757,fixation,0.0
1,1,20.0,Medium,20_0.633_0.755.png,1.421568751335144,0.635,0.752,,,,7.029702544212341,3.374804973602295,1.0,0.8048348426818848,hidden,5.17963981628418,3.5,0.7248677015304565,fixation,1.0
2,1,3.0,Incongruent,3_0.408_0.429.png,1.393500566482544,0.414,0.435,,,,7.555567741394043,11.82607650756836,1.0,1.1695352792739868,hidden,13.995611190795898,3.5,0.8860324621200562,fixation,1.0
3,1,2.0,Incongruent,2_0.939_0.061.png,1.6955053806304932,0.936,0.065,,,,7.746912896633148,20.775144577026367,1.0,1.3126072883605957,hidden,23.087751388549805,3.5,0.9343056082725525,fixation,1.0
4,1,1.0,Medium,1_0.673_0.327.png,1.2413452863693237,0.665,0.336,,,,7.270514488220215,30.21756362915039,1.0,0.8041597604751587,hidden,32.02172088623047,3.5,0.9663547277450562,fixation,1.0
5,1,9.0,Medium,9_0.204_0.000.png,1.3356460332870483,0.214,0.0,,,,7.584106922149658,38.72942352294922,1.0,0.9375898838043213,hidden,40.66701126098633,3.5,1.146517038345337,fixation,1.0
6,1,20.0,Medium,20_1.000_0.837.png,1.6244193315505981,1.0,0.834,,,,7.668343901634216,47.649173736572266,1.0,0.9793874025344849,hidden,49.628562927246094,3.5,1.1889564990997314,fixation,1.0
7,1,3.0,Incongruent,3_0.449_0.388.png,1.264947772026062,0.457,0.389,,,,7.702328324317932,56.94194030761719,1.0,1.3051371574401855,hidden,59.247074127197266,3.5,0.8971911668777466,fixation,1.0
8,1,2.0,Incongruent,2_0.612_0.204.png,1.179512858390808,0.613,0.206,,,,6.9899622797966,65.90921783447266,1.0,0.6407526135444641,hidden,67.54996490478516,3.5,0.8492096662521362,fixation,1.0
9,1,11.0,Congruent,11_0.327_0.980.png,1.720517873764038,0.322,0.979,,,,7.283218622207642,74.07868957519531,1.0,0.943892776966095,hidden,76.0225830078125,3.5,0.8393258452415466,fixation,1.0
10,1,22.0,Congruent,13b_0.755_0.673.png,1.3721976280212402,0.751,0.683,,,,6.931530833244324,83.08242797851562,1.0,0.6699663400650024,hidden,84.75239562988281,3.5,0.7615644931793213,fixation,1.0
11,1,1.0,Medium,1_0.939_0.347.png,1.730881690979004,0.944,0.345,,,,7.467629015445709,91.38615417480469,1.0,1.1410599946975708,hidden,93.52721405029297,3.5,0.8265690207481384,fixation,1.0
12,1,18.0,Incongruent,18_0.347_0.041.png,1.5377187728881836,0.34,0.045,,,,7.5261083245277405,100.58466339111328,1.0,0.9897777438163757,hidden,102.5744400024414,3.5,1.0363305807113647,fixation,1.0
13,1,22.0,Congruent,13b_0.694_0.612.png,1.788252830505371,0.689,0.604,,,,7.110706090927124,109.64849090576172,1.0,0.8383020162582397,hidden,111.4867935180664,3.5,0.7724040746688843,fixation,1.0
14,1,8.0,Congruent,8_0.878_0.939.png,1.7348392009735107,0.887,0.948,,,,7.622309744358063,118.54745483398438,1.0,0.9107627272605896,hidden,120.45821380615234,3.5,1.2115470170974731,fixation,1.0
15,1,1.0,Medium,1_0.714_0.551.png,1.3683074712753296,0.717,0.552,,,,7.205272197723389,127.90460205078125,1.0,0.8390632271766663,hidden,129.74366760253906,3.5,0.8662089705467224,fixation,1.0
16,1,3.0,Incongruent,3_0.408_0.245.png,1.5415208339691162,0.415,0.25,,,,7.193457543849945,136.47817993164062,1.0,0.8439307808876038,hidden,138.32211303710938,3.5,0.8495267629623413,fixation,1.0
17,1,18.0,Incongruent,18_0.224_0.551.png,1.622062087059021,0.218,0.554,,,,7.4275922775268555,145.21316528320312,1.0,0.9800638556480408,hidden,147.19322204589844,3.5,0.9475284218788147,fixation,1.0
18,1,11.0,Congruent,11_0.612_0.755.png,1.5198806524276733,0.615,0.751,,,,7.703464090824127,154.2628173828125,1.0,0.9042056202888489,hidden,156.16702270507812,3.5,1.2992584705352783,fixation,1.0
19,1,9.0,Medium,9_0.408_0.204.png,1.646985411643982,0.405,0.202,,,,7.192179799079895,163.4861602783203,1.0,1.0127705335617065,hidden,165.49893188476562,3.5,0.6794092655181885,fixation,1.0
20,1,8.0,Congruent,8_0.796_0.367.png,1.4920984506607056,0.79,0.362,,,,7.511749267578125,172.3253173828125,1.0,1.1504818201065063,hidden,174.47579956054688,3.5,0.8612674474716187,fixation,1.0
21,1,18.0,Incongruent,18_0.367_0.612.png,1.3580571413040161,0.367,0.622,,,,7.909032940864563,181.3291778564453,1.0,1.2376859188079834,hidden,183.56686401367188,3.5,1.1713470220565796,fixation,1.0
22,1,9.0,Medium,9_0.184_0.837.png,1.5230605602264404,0.175,0.84,,,,7.2651596665382385,190.5962677001953,1.0,0.7352554202079773,hidden,192.33151245117188,3.5,1.0299042463302612,fixation,1.0
23,1,22.0,Congruent,13b_1.000_0.714.png,1.7287787199020386,1.0,0.706,,,,7.52334052324295,199.3844757080078,1.0,1.2514513731002808,hidden,201.63592529296875,3.5,0.7718891501426697,fixation,1.0
