trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,event_type,fix_dur,fix_kind,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,,Fixation,,1.4386041164398193,,,fixation,10.0,run_start,3.1456480026245117,0.0,0.0,1.7165759801864624,hidden,1.7165759801864624,0.0,1.4290720224380493,fixation,0.0
1,1,20.0,Medium,20_0.633_0.755.png,1.076810359954834,0.635,0.752,,,,8.792770147323608,4.58425235748291,1.0,1.4307857751846313,hidden,7.015038013458252,3.5,1.861984372138977,fixation,1.0
2,1,3.0,Incongruent,3_0.408_0.429.png,1.309576392173767,0.414,0.435,,,,9.016517639160156,14.453832626342773,1.0,1.7411175966262817,hidden,17.194950103759766,3.5,1.7754000425338745,fixation,1.0
3,1,2.0,Incongruent,2_0.939_0.061.png,0.9617365598678589,0.936,0.065,,,,8.553656578063965,24.779926300048828,1.0,1.422203540802002,hidden,27.202129364013672,3.5,1.631453037261963,fixation,1.0
4,1,1.0,Medium,1_0.673_0.327.png,1.3222205638885498,0.665,0.336,,,,9.218161821365356,34.295318603515625,1.0,1.9357129335403442,hidden,37.23103332519531,3.5,1.7824488878250122,fixation,1.0
5,1,9.0,Medium,9_0.204_0.000.png,0.8116788268089294,0.214,0.0,,,,9.20490550994873,44.83570098876953,1.0,1.7852528095245361,hidden,47.62095642089844,3.5,1.9196527004241943,fixation,1.0
6,1,20.0,Medium,20_1.000_0.837.png,0.6662663817405701,1.0,0.834,,,,8.66976547241211,54.85228729248047,1.0,1.4361631870269775,hidden,57.288448333740234,3.5,1.7336022853851318,fixation,1.0
7,1,3.0,Incongruent,3_0.449_0.388.png,1.4339969158172607,0.457,0.389,,,,8.639579176902771,64.18831634521484,1.0,1.7149088382720947,hidden,66.90322875976562,3.5,1.4246703386306763,fixation,1.0
8,1,2.0,Incongruent,2_0.612_0.204.png,1.4487015008926392,0.613,0.206,,,,9.154545783996582,74.26189422607422,1.0,1.8378719091415405,hidden,77.09976959228516,3.5,1.8166738748550415,fixation,1.0
9,1,11.0,Congruent,11_0.327_0.980.png,1.2588294744491577,0.322,0.979,,,,9.002294421195984,84.86514282226562,1.0,1.635354995727539,hidden,87.50049591064453,3.5,1.8669394254684448,fixation,1.0
10,1,22.0,Congruent,13b_0.755_0.673.png,1.0193499326705933,0.751,0.683,,,,8.915902495384216,95.12626647949219,1.0,1.5381555557250977,hidden,97.66442108154297,3.5,1.8777469396591187,fixation,1.0
11,1,1.0,Medium,1_0.939_0.347.png,1.4152811765670776,0.944,0.345,,,,8.679041385650635,105.06151580810547,1.0,1.4173197746276855,hidden,107.47883605957031,3.5,1.7617216110229492,fixation,1.0
12,1,18.0,Incongruent,18_0.347_0.041.png,1.2739272117614746,0.34,0.045,,,,8.485134601593018,115.15583801269531,1.0,1.4200074672698975,hidden,117.57585144042969,3.5,1.5651271343231201,fixation,1.0
13,1,22.0,Congruent,13b_0.694_0.612.png,1.4119532108306885,0.689,0.604,,,,8.92378830909729,124.91490173339844,1.0,1.5274018049240112,hidden,127.44230651855469,3.5,1.8963865041732788,fixation,1.0
14,1,8.0,Congruent,8_0.878_0.939.png,1.0431668758392334,0.887,0.948,,,,8.95699167251587,135.25064086914062,1.0,1.6887856721878052,hidden,137.93942260742188,3.5,1.768206000328064,fixation,1.0
15,1,1.0,Medium,1_0.714_0.551.png,1.000398874282837,0.717,0.552,,,,8.814886093139648,145.2508087158203,1.0,1.6660382747650146,hidden,147.91683959960938,3.5,1.6488478183746338,fixation,1.0
16,1,3.0,Incongruent,3_0.408_0.245.png,1.3795827627182007,0.415,0.25,,,,8.814539074897766,155.0660858154297,1.0,1.8506642580032349,hidden,157.916748046875,3.5,1.4638748168945312,fixation,1.0
17,1,18.0,Incongruent,18_0.224_0.551.png,1.3322527408599854,0.218,0.554,,,,8.79668927192688,165.2602081298828,1.0,1.539096474647522,hidden,167.79930114746094,3.5,1.757592797279358,fixation,1.0
18,1,11.0,Congruent,11_0.612_0.755.png,1.2689355611801147,0.615,0.751,,,,8.713545799255371,175.38914489746094,1.0,1.7409873008728027,hidden,178.13014221191406,3.5,1.4725584983825684,fixation,1.0
19,1,9.0,Medium,9_0.408_0.204.png,1.0046172142028809,0.405,0.202,,,,8.693057179450989,185.3716278076172,1.0,1.6332802772521973,hidden,188.00491333007812,3.5,1.5597769021987915,fixation,1.0
20,1,8.0,Congruent,8_0.796_0.367.png,0.7615426182746887,0.79,0.362,,,,9.088819742202759,195.06930541992188,1.0,1.8119454383850098,hidden,197.88125610351562,3.5,1.776874303817749,fixation,1.0
21,1,18.0,Incongruent,18_0.367_0.612.png,0.9797858595848083,0.367,0.622,,,,9.030096650123596,204.91966247558594,1.0,1.8767043352127075,hidden,207.79637145996094,3.5,1.6533923149108887,fixation,1.0
22,1,9.0,Medium,9_0.184_0.837.png,0.8799382448196411,0.175,0.84,,,,8.80347990989685,214.92955017089844,1.0,1.5298558473587036,hidden,217.45941162109375,3.5,1.773624062538147,fixation,1.0
23,1,22.0,Congruent,13b_1.000_0.714.png,0.7511159777641296,1.0,0.706,,,,8.344067454338074,224.61297607421875,1.0,1.4271491765975952,hidden,227.0401153564453,3.5,1.4169182777404785,fixation,1.0
24,1,8.0,Congruent,8_1.000_0.755.png,1.317535638809204,1.0,0.756,,,,9.014307141304016,233.70816040039062,1.0,1.6722145080566406,hidden,236.38037109375,3.5,1.8420926332473755,fixation,1.0
25,1,20.0,Medium,20_0.694_0.673.png,1.269289255142212,0.686,0.671,,,,8.515532493591309,244.0399932861328,1.0,1.5492219924926758,hidden,246.58921813964844,3.5,1.4663105010986328,fixation,1.0
26,1,11.0,Congruent,11_0.041_0.429.png,1.1262506246566772,0.041,0.434,,,,9.007133603096008,253.82481384277344,1.0,1.8061320781707764,hidden,256.6309509277344,3.5,1.701001524925232,fixation,1.0
27,1,2.0,Incongruent,2_0.837_0.347.png,0.6702194213867188,0.843,0.354,,,,8.89701795578003,263.95819091796875,1.0,1.7802332639694214,hidden,266.7384338378906,3.5,1.616784691810608,fixation,1.0
28,1,,Fixation,,0.9147357940673828,,,fixation,5.0,run_end,3.3003897666931152,273.52545166015625,0.0,1.4951597452163696,hidden,275.0205993652344,0.0,1.8052300214767456,fixation,0.0
29,2,,Fixation,,1.0864983797073364,,,fixation,10.0,run_start,3.4635971784591675,0.0,0.0,1.8719151020050049,hidden,1.8719151020050049,0.0,1.5916820764541626,fixation,0.0
30,2,8.0,Congruent,8_0.286_0.571.png,0.6884540915489197,0.279,0.568,,,,8.714259624481201,4.550095558166504,1.0,1.4395678043365479,hidden,6.989663124084473,3.5,1.7746918201446533,fixation,1.0
31,2,9.0,Medium,9_0.224_0.265.png,0.7055495381355286,0.216,0.259,,,,8.831742763519287,13.95280933380127,1.0,1.5927129983901978,hidden,16.545522689819336,3.5,1.7390297651290894,fixation,1.0
32,2,2.0,Incongruent,2_0.959_0.551.png,0.7791416049003601,0.957,0.551,,,,8.98509395122528,23.490100860595703,1.0,1.7209322452545166,hidden,26.21103286743164,3.5,1.7641617059707642,fixation,1.0
33,2,18.0,Incongruent,18_0.204_0.469.png,1.4608134031295776,0.211,0.467,,,,8.625430703163147,33.254337310791016,1.0,1.6402628421783447,hidden,35.89459991455078,3.5,1.4851678609848022,fixation,1.0
34,2,22.0,Congruent,13b_0.490_0.449.png,0.7483245730400085,0.498,0.452,,,,8.907916784286499,43.340579986572266,1.0,1.4788413047790527,hidden,45.81942367553711,3.5,1.9290754795074463,fixation,1.0
35,2,11.0,Congruent,11_0.122_1.000.png,1.0443381071090698,0.125,1.0,,,,8.665771961212158,52.996822357177734,1.0,1.5795804262161255,hidden,55.5764045715332,3.5,1.5861915349960327,fixation,1.0
36,2,20.0,Medium,20_0.633_0.612.png,0.9142077565193176,0.642,0.603,,,,8.48311173915863,62.706932067871094,1.0,1.47700834274292,hidden,65.18394470214844,3.5,1.5061033964157104,fixation,1.0
37,2,11.0,Congruent,11_0.224_0.878.png,0.7398413419723511,0.224,0.87,,,,9.258358120918274,72.10425567626953,1.0,1.8670809268951416,hidden,74.9713363647461,3.5,1.8912771940231323,fixation,1.0
38,2,22.0,Congruent,13b_0.714_0.776.png,0.94340980052948,0.719,0.775,,,,9.049524784088135,82.10245513916016,1.0,1.8130170106887817,hidden,84.91546630859375,3.5,1.736507773399353,fixation,1.0
39,2,1.0,Medium,1_0.694_0.592.png,1.2833086252212524,0.687,0.59,,,,8.833785891532898,92.09538269042969,1.0,1.514762282371521,hidden,94.61014556884766,3.5,1.819023609161377,fixation,1.0
40,2,9.0,Medium,9_0.245_0.429.png,0.9542878270149231,0.235,0.422,,,,9.157657742500305,102.21247863769531,1.0,1.7844775915145874,hidden,104.99695587158203,3.5,1.8731801509857178,fixation,1.0
41,2,8.0,Congruent,8_0.980_0.959.png,0.8253488540649414,0.984,0.961,,,,8.925163269042969,112.32442474365234,1.0,1.8040403127670288,hidden,115.12846374511719,3.5,1.62112295627594,fixation,1.0
42,2,18.0,Incongruent,18_0.082_0.388.png,0.9040651321411133,0.073,0.395,,,,8.86030662059784,122.07493591308594,1.0,1.6536422967910767,hidden,124.72858428955078,3.5,1.7066643238067627,fixation,1.0
43,2,1.0,Medium,1_0.592_0.367.png,1.3111711740493774,0.586,0.369,,,,8.621731042861938,131.8393096923828,1.0,1.6279157400131226,hidden,134.46722412109375,3.5,1.493815302848816,fixation,1.0
44,2,3.0,Incongruent,3_0.633_0.367.png,0.6536295413970947,0.63,0.367,,,,9.01269817352295,141.772216796875,1.0,1.7211284637451172,hidden,144.49334716796875,3.5,1.791569709777832,fixation,1.0
45,2,1.0,Medium,1_0.837_0.408.png,1.2886136770248413,0.844,0.418,,,,9.118245840072632,151.43853759765625,1.0,1.7356290817260742,hidden,154.17416381835938,3.5,1.8826167583465576,fixation,1.0
46,2,3.0,Incongruent,3_0.000_0.000.png,1.3255201578140259,0.0,0.0,,,,8.742735624313354,161.84539794921875,1.0,1.7478394508361816,hidden,164.59324645996094,3.5,1.4948961734771729,fixation,1.0
47,2,22.0,Congruent,13b_0.816_0.959.png,0.6770051717758179,0.807,0.968,,,,8.678651332855225,171.9136505126953,1.0,1.7207584381103516,hidden,174.63441467285156,3.5,1.457892894744873,fixation,1.0
48,2,2.0,Incongruent,2_0.510_0.102.png,0.8594058156013489,0.515,0.093,,,,9.23129951953888,181.26931762695312,1.0,1.897414207458496,hidden,184.16673278808594,3.5,1.8338853120803833,fixation,1.0
49,2,18.0,Incongruent,18_0.102_0.000.png,1.2131311893463135,0.107,0.0,,,,8.716659784317017,191.36001586914062,1.0,1.6205203533172607,hidden,193.9805450439453,3.5,1.5961394309997559,fixation,1.0
50,2,2.0,Incongruent,2_1.000_0.510.png,0.6729137897491455,1.0,0.504,,,,8.875711917877197,201.28981018066406,1.0,1.9266399145126343,hidden,204.21644592285156,3.5,1.449072003364563,fixation,1.0
51,2,3.0,Incongruent,3_0.469_0.347.png,0.9558594822883606,0.473,0.35,,,,9.041319012641907,210.83843994140625,1.0,1.823142647743225,hidden,213.6615753173828,3.5,1.7181763648986816,fixation,1.0
52,2,20.0,Medium,20_0.796_0.673.png,0.665547251701355,0.789,0.677,,,,8.857321381568909,220.8356170654297,1.0,1.4404010772705078,hidden,223.27601623535156,3.5,1.9169203042984009,fixation,1.0
53,2,8.0,Congruent,8_0.878_0.612.png,0.6737928986549377,0.881,0.617,,,,8.844319939613342,230.3584747314453,1.0,1.6625601053237915,hidden,233.0210418701172,3.5,1.6817598342895508,fixation,1.0
