participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
50,4,1,fixation,16.0,,,,,,,
50,4,1,trial,,1,refrigerator,1,images/localiser_images/refrigerator\refrigerator_10.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,2,images/localiser_images/refrigerator\n04070727_13950.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,3,images/localiser_images/refrigerator\refrigerator_42.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,4,images/localiser_images/refrigerator\refrigerator_63.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,5,images/localiser_images/refrigerator\n03170635_24930.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,6,images/localiser_images/refrigerator\n04070727_21641.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,7,images/localiser_images/refrigerator\n03273913_13818.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,8,images/localiser_images/refrigerator\refrigerator_125.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,9,images/localiser_images/refrigerator\refrigerator_113.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,10,images/localiser_images/refrigerator\refrigerator_99.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,11,images/localiser_images/refrigerator\refrigerator_120.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,12,images/localiser_images/refrigerator\refrigerator_61.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,13,images/localiser_images/refrigerator\n03273913_3793.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,14,images/localiser_images/refrigerator\refrigerator_35.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,15,images/localiser_images/refrigerator\refrigerator_26.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,16,images/localiser_images/refrigerator\n04070727_21273.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,17,images/localiser_images/refrigerator\n03273913_5065.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,18,images/localiser_images/refrigerator\refrigerator_72.jpg,0,0.3,0.5
50,4,1,trial,,1,refrigerator,19,images/localiser_images/refrigerator\n03170635_2400.JPEG,0,0.3,0.5
50,4,1,trial,,1,refrigerator,20,images/localiser_images/refrigerator\refrigerator_53.jpg,0,0.3,0.5
50,4,1,fixation,4.0,,,,,,,
50,4,1,trial,,2,scrambled,1,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000026_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,2,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000070_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,3,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000027_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,4,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000054_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,5,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000074_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,6,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000009_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,7,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000060_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,8,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000021_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,9,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000044_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,10,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000005_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,11,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000053_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,12,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000052_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,13,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000022_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,14,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000022_n9.png,1,0.3,0.5
50,4,1,trial,,2,scrambled,15,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000014_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,16,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000077_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,17,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000001_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,18,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000036_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,19,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000020_n9.png,0,0.3,0.5
50,4,1,trial,,2,scrambled,20,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000059_n9.png,0,0.3,0.5
50,4,1,fixation,4.0,,,,,,,
50,4,1,trial,,3,table lamp,1,images/localiser_images/table lamp\table lamp_22.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,2,images/localiser_images/table lamp\table lamp_139.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,3,images/localiser_images/table lamp\table lamp_39.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,4,images/localiser_images/table lamp\table lamp_9.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,5,images/localiser_images/table lamp\table lamp_56.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,6,images/localiser_images/table lamp\table lamp_67.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,7,images/localiser_images/table lamp\n03636248_7518.JPEG,0,0.3,0.5
50,4,1,trial,,3,table lamp,8,images/localiser_images/table lamp\n03636248_12176.JPEG,0,0.3,0.5
50,4,1,trial,,3,table lamp,9,images/localiser_images/table lamp\n03636248_17351.JPEG,0,0.3,0.5
50,4,1,trial,,3,table lamp,10,images/localiser_images/table lamp\table lamp_8.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,11,images/localiser_images/table lamp\table lamp_86.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,12,images/localiser_images/table lamp\n03636248_1176.JPEG,0,0.3,0.5
50,4,1,trial,,3,table lamp,13,images/localiser_images/table lamp\n03636248_7484.JPEG,0,0.3,0.5
50,4,1,trial,,3,table lamp,14,images/localiser_images/table lamp\n03636248_23432.JPEG,0,0.3,0.5
50,4,1,trial,,3,table lamp,15,images/localiser_images/table lamp\table lamp_3.jpg,0,0.3,0.5
50,4,1,trial,,3,table lamp,16,images/localiser_images/table lamp\table lamp_136.jpg,0,0.3,0.5
