participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
30,3,1,fixation,16.0,,,,,,,
30,3,1,trial,,1,hammer,1,images/localiser_images/hammer\n03481172_2625.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,2,images/localiser_images/hammer\n03481521_14058.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,3,images/localiser_images/hammer\n03715669_20616.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,4,images/localiser_images/hammer\n03481521_5624.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,5,images/localiser_images/hammer\n03715669_13379.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,6,images/localiser_images/hammer\n03481172_31127.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,7,images/localiser_images/hammer\n03715669_328.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,8,images/localiser_images/hammer\n03481172_640.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,9,images/localiser_images/hammer\n03481172_7855.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,10,images/localiser_images/hammer\n03481172_7412.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,11,images/localiser_images/hammer\n03715669_22663.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,12,images/localiser_images/hammer\n03715669_22663.JPEG,1,0.3,0.5
30,3,1,trial,,1,hammer,13,images/localiser_images/hammer\n03481521_15006.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,14,images/localiser_images/hammer\n03481521_9076.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,15,images/localiser_images/hammer\hammer_05n.jpg,0,0.3,0.5
30,3,1,trial,,1,hammer,16,images/localiser_images/hammer\n03481172_14196.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,17,images/localiser_images/hammer\hammer_10s.jpg,0,0.3,0.5
30,3,1,trial,,1,hammer,18,images/localiser_images/hammer\n03715669_20365.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,19,images/localiser_images/hammer\n03481172_7091.JPEG,0,0.3,0.5
30,3,1,trial,,1,hammer,20,images/localiser_images/hammer\hammer_02s.jpg,0,0.3,0.5
30,3,1,fixation,4.0,,,,,,,
30,3,1,trial,,2,radio,1,images/localiser_images/radio\radio_156.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,2,images/localiser_images/radio\radio_190.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,3,images/localiser_images/radio\radio_190.jpg,1,0.3,0.5
30,3,1,trial,,2,radio,4,images/localiser_images/radio\radio_233.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,5,images/localiser_images/radio\radio_05s.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,6,images/localiser_images/radio\radio_11s.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,7,images/localiser_images/radio\radio_159.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,8,images/localiser_images/radio\radio_142.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,9,images/localiser_images/radio\radio_48.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,10,images/localiser_images/radio\radio_84.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,11,images/localiser_images/radio\radio_93.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,12,images/localiser_images/radio\radio_94.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,13,images/localiser_images/radio\radio_5.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,14,images/localiser_images/radio\radio_178.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,15,images/localiser_images/radio\radio_61.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,16,images/localiser_images/radio\radio_37.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,17,images/localiser_images/radio\radio_115.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,18,images/localiser_images/radio\radio_85.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,19,images/localiser_images/radio\radio_04s.jpg,0,0.3,0.5
30,3,1,trial,,2,radio,20,images/localiser_images/radio\radio_32.jpg,0,0.3,0.5
30,3,1,fixation,4.0,,,,,,,
30,3,1,trial,,3,refrigerator,1,images/localiser_images/refrigerator\refrigerator_06s.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,2,images/localiser_images/refrigerator\n03273913_16423.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,3,images/localiser_images/refrigerator\n04070727_6281.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,4,images/localiser_images/refrigerator\n03273913_18612.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,5,images/localiser_images/refrigerator\n03170635_2400.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,6,images/localiser_images/refrigerator\n04070727_4540.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,7,images/localiser_images/refrigerator\refrigerator_28.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,8,images/localiser_images/refrigerator\refrigerator_02s.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,9,images/localiser_images/refrigerator\n04070727_29739.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,10,images/localiser_images/refrigerator\refrigerator_07s.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,11,images/localiser_images/refrigerator\n04070727_5685.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,12,images/localiser_images/refrigerator\n03170635_25619.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,13,images/localiser_images/refrigerator\n04070727_22279.JPEG,0,0.3,0.5
30,3,1,trial,,3,refrigerator,14,images/localiser_images/refrigerator\refrigerator_04s.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,15,images/localiser_images/refrigerator\refrigerator_72.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,16,images/localiser_images/refrigerator\refrigerator_72.jpg,1,0.3,0.5
30,3,1,trial,,3,refrigerator,17,images/localiser_images/refrigerator\refrigerator_5.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,18,images/localiser_images/refrigerator\refrigerator_32.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,19,images/localiser_images/refrigerator\refrigerator_64.jpg,0,0.3,0.5
30,3,1,trial,,3,refrigerator,20,images/localiser_images/refrigerator\refrigerator_16.jpg,0,0.3,0.5
30,3,1,fixation,4.0,,,,,,,
30,3,1,trial,,4,scrambled,1,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000054_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,2,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000039_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,3,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000067_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,4,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000029_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,5,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000072_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,6,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000008_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,7,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000010_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,8,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000006_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,9,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000036_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,10,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000024_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,11,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000076_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,12,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000049_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,13,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000007_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,14,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000074_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,15,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000009_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,16,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000013_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,17,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000038_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,18,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000077_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,19,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000033_n9.png,0,0.3,0.5
30,3,1,trial,,4,scrambled,20,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000003_n9.png,0,0.3,0.5
30,3,1,fixation,4.0,,,,,,,
30,3,1,trial,,5,table lamp,1,images/localiser_images/table lamp\n03636248_7377.JPEG,0,0.3,0.5
30,3,1,trial,,5,table lamp,2,images/localiser_images/table lamp\table lamp_18.jpg,0,0.3,0.5
30,3,1,trial,,5,table lamp,3,images/localiser_images/table lamp\table lamp_148.jpg,0,0.3,0.5
30,3,1,trial,,5,table lamp,4,images/localiser_images/table lamp\table lamp_141.jpg,0,0.3,0.5
30,3,1,trial,,5,table lamp,5,images/localiser_images/table lamp\table lamp_82.jpg,0,0.3,0.5
