participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
18,2,1,fixation,16.0,,,,,,,
18,2,1,trial,,1,wallet,1,images/localiser_images/wallet\wallet_06s.jpg,0,0.3,0.5
18,2,1,trial,,1,wallet,2,images/localiser_images/wallet\wallet_08s.jpg,0,0.3,0.5
18,2,1,trial,,1,wallet,3,images/localiser_images/wallet\n04548362_9521.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,4,images/localiser_images/wallet\wallet_43.jpg,0,0.3,0.5
18,2,1,trial,,1,wallet,5,images/localiser_images/wallet\n04548362_48820.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,6,images/localiser_images/wallet\n04548362_39166.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,7,images/localiser_images/wallet\wallet_10.jpg,0,0.3,0.5
18,2,1,trial,,1,wallet,8,images/localiser_images/wallet\n04548362_40318.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,9,images/localiser_images/wallet\n04548362_30482.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,10,images/localiser_images/wallet\wallet_03s.jpg,0,0.3,0.5
18,2,1,trial,,1,wallet,11,images/localiser_images/wallet\wallet_03s.jpg,1,0.3,0.5
18,2,1,trial,,1,wallet,12,images/localiser_images/wallet\n04548362_9706.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,13,images/localiser_images/wallet\n04548362_11350.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,14,images/localiser_images/wallet\n04548362_8486.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,15,images/localiser_images/wallet\wallet_14s.jpg,0,0.3,0.5
18,2,1,trial,,1,wallet,16,images/localiser_images/wallet\n04548362_25104.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,17,images/localiser_images/wallet\n04548362_30183.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,18,images/localiser_images/wallet\n04548362_23786.JPEG,0,0.3,0.5
18,2,1,trial,,1,wallet,19,images/localiser_images/wallet\wallet_3.jpg,0,0.3,0.5
18,2,1,trial,,1,wallet,20,images/localiser_images/wallet\wallet_47.jpg,0,0.3,0.5
18,2,1,fixation,4.0,,,,,,,
18,2,1,trial,,2,crib,1,images/localiser_images/crib\crib_04s.jpg,0,0.3,0.5
18,2,1,trial,,2,crib,2,images/localiser_images/crib\n03131574_25285.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,3,images/localiser_images/crib\n03131574_883.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,4,images/localiser_images/crib\n03131574_45285.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,5,images/localiser_images/crib\n03131574_3933.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,6,images/localiser_images/crib\n03131574_17697.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,7,images/localiser_images/crib\crib_02s.jpg,0,0.3,0.5
18,2,1,trial,,2,crib,8,images/localiser_images/crib\n03131574_17648.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,9,images/localiser_images/crib\n03131574_40619.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,10,images/localiser_images/crib\n03131574_17761.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,11,images/localiser_images/crib\n03131669_2010.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,12,images/localiser_images/crib\n03131574_13570.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,13,images/localiser_images/crib\n03131574_6790.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,14,images/localiser_images/crib\n03131669_7287.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,15,images/localiser_images/crib\n03131574_6091.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,16,images/localiser_images/crib\n03131669_13974.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,17,images/localiser_images/crib\n03131574_23147.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,18,images/localiser_images/crib\crib_08s.jpg,0,0.3,0.5
18,2,1,trial,,2,crib,19,images/localiser_images/crib\n03131669_3859.JPEG,0,0.3,0.5
18,2,1,trial,,2,crib,20,images/localiser_images/crib\crib_07s.jpg,0,0.3,0.5
18,2,1,fixation,4.0,,,,,,,
18,2,1,trial,,3,cup,1,images/localiser_images/cup\cup_35.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,2,images/localiser_images/cup\cup_22.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,3,images/localiser_images/cup\n07930864_33614.JPEG,0,0.3,0.5
18,2,1,trial,,3,cup,4,images/localiser_images/cup\cup_20.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,5,images/localiser_images/cup\cup_59.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,6,images/localiser_images/cup\cup_15s.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,7,images/localiser_images/cup\cup_75.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,8,images/localiser_images/cup\cup_71.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,9,images/localiser_images/cup\n03802643_1801.JPEG,0,0.3,0.5
18,2,1,trial,,3,cup,10,images/localiser_images/cup\cup_90.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,11,images/localiser_images/cup\cup_111.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,12,images/localiser_images/cup\cup_114.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,13,images/localiser_images/cup\n04397452_11657.JPEG,0,0.3,0.5
18,2,1,trial,,3,cup,14,images/localiser_images/cup\cup_30.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,15,images/localiser_images/cup\n03216710_4107.JPEG,0,0.3,0.5
18,2,1,trial,,3,cup,16,images/localiser_images/cup\cup_11.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,17,images/localiser_images/cup\cup_11s.jpg,0,0.3,0.5
18,2,1,trial,,3,cup,18,images/localiser_images/cup\n04397452_16514.JPEG,0,0.3,0.5
18,2,1,trial,,3,cup,19,images/localiser_images/cup\n03216710_12946.JPEG,0,0.3,0.5
18,2,1,trial,,3,cup,20,images/localiser_images/cup\cup_47.jpg,0,0.3,0.5
18,2,1,fixation,4.0,,,,,,,
18,2,1,trial,,4,eraser,1,images/localiser_images/eraser\rubber eraser_44.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,2,images/localiser_images/eraser\rubber eraser_244.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,3,images/localiser_images/eraser\rubber eraser_243.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,4,images/localiser_images/eraser\rubber eraser_114.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,5,images/localiser_images/eraser\rubber eraser_151.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,6,images/localiser_images/eraser\rubber eraser_123.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,7,images/localiser_images/eraser\eraser_05s.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,8,images/localiser_images/eraser\rubber eraser_104.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,9,images/localiser_images/eraser\eraser_09s.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,10,images/localiser_images/eraser\rubber eraser_42.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,11,images/localiser_images/eraser\rubber eraser_52.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,12,images/localiser_images/eraser\rubber eraser_174.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,13,images/localiser_images/eraser\rubber eraser_200.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,14,images/localiser_images/eraser\rubber eraser_127.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,15,images/localiser_images/eraser\rubber eraser_129.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,16,images/localiser_images/eraser\rubber eraser_195.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,17,images/localiser_images/eraser\rubber eraser_7.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,18,images/localiser_images/eraser\eraser_10s.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,19,images/localiser_images/eraser\rubber eraser_68.jpg,0,0.3,0.5
18,2,1,trial,,4,eraser,20,images/localiser_images/eraser\rubber eraser_25.jpg,0,0.3,0.5
18,2,1,fixation,4.0,,,,,,,
18,2,1,trial,,5,hammer,1,images/localiser_images/hammer\n03715669_12340.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,2,images/localiser_images/hammer\n03481172_31127.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,3,images/localiser_images/hammer\n03481521_1461.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,4,images/localiser_images/hammer\n02966545_8246.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,5,images/localiser_images/hammer\n03715669_21399.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,6,images/localiser_images/hammer\n03715669_844.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,7,images/localiser_images/hammer\n03481172_4343.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,8,images/localiser_images/hammer\n03481172_12077.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,9,images/localiser_images/hammer\n03482001_2099.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,10,images/localiser_images/hammer\n03715669_9686.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,11,images/localiser_images/hammer\n03481172_7855.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,12,images/localiser_images/hammer\n03481172_1600.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,13,images/localiser_images/hammer\n02783035_803.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,14,images/localiser_images/hammer\n03715669_328.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,15,images/localiser_images/hammer\n03481521_5624.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,16,images/localiser_images/hammer\hammer_01b.jpg,0,0.3,0.5
18,2,1,trial,,5,hammer,17,images/localiser_images/hammer\hammer_01b.jpg,1,0.3,0.5
18,2,1,trial,,5,hammer,18,images/localiser_images/hammer\n03481172_31212.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,19,images/localiser_images/hammer\n03481172_29721.JPEG,0,0.3,0.5
18,2,1,trial,,5,hammer,20,images/localiser_images/hammer\n03715669_20391.JPEG,0,0.3,0.5
18,2,1,fixation,4.0,,,,,,,
18,2,1,trial,,6,radio,1,images/localiser_images/radio\radio_48.jpg,0,0.3,0.5
18,2,1,trial,,6,radio,2,images/localiser_images/radio\radio_15s.jpg,0,0.3,0.5
