var_idx,iter_idx,seed,csv,isi_dist,iti_dist,isi_lo,isi_hi,iti_lo,iti_hi,isi_shape,iti_shape
0,0,0,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0000_iter0000_d000000.csv,uniform,uniform,0.8821770123928727,1.340942760401628,1.0040973523936194,1.4056823963994785,0.25,0.25
1,0,100000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0001_iter0000_d000001.csv,uniform,uniform,0.9879621435201635,1.4902253218883752,1.0606635775767181,1.489359362455916,0.25,0.25
2,0,200000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0002_iter0000_d000002.csv,uniform,uniform,0.8261749948792538,1.4822212061112081,1.0815853554121533,1.4816357839194905,0.25,0.25
3,0,300000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0003_iter0000_d000003.csv,uniform,uniform,1.0144425659525416,1.4173160615966847,1.0729655446429944,1.4777142986763816,0.25,0.25
4,0,400000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0004_iter0000_d000004.csv,uniform,uniform,1.017907353409932,1.4623573380060677,1.0299711890537384,1.45957147255639,0.25,0.25
5,0,500000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0005_iter0000_d000005.csv,uniform,uniform,0.5169918026872777,0.9894499716754072,1.067062441469363,1.4883792838872543,0.25,0.25
6,0,600000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0006_iter0000_d000006.csv,uniform,uniform,0.8692310668887524,1.3577719267445,1.0997209935789212,1.4999946529364607,0.25,0.25
7,0,700000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0007_iter0000_d000007.csv,uniform,uniform,0.9113251906884169,1.4340504706031976,1.068844673057094,1.4809616471762634,0.25,0.25
8,0,800000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0008_iter0000_d000008.csv,uniform,uniform,0.5810579030134467,1.3554685752251112,1.0525354322475726,1.4672609287696807,0.25,0.25
9,0,900000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0009_iter0000_d000009.csv,uniform,uniform,0.7915012152990735,1.4659071312019991,1.093404351595625,1.4957642429138922,0.25,0.25
10,0,1000000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0010_iter0000_d000010.csv,uniform,uniform,0.8429178984378567,1.3256647579241874,1.0594300030199697,1.4731390604183126,0.25,0.25
11,0,1100000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0011_iter0000_d000011.csv,uniform,uniform,0.7349714003168968,1.4599470003629882,1.022715759353338,1.4708783046111604,0.25,0.25
12,0,1200000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0012_iter0000_d000012.csv,uniform,uniform,0.5504092061494309,1.4080227642532923,1.0787098307488685,1.4838060467037377,0.25,0.25
13,0,1300000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0013_iter0000_d000013.csv,uniform,uniform,1.0258905384864225,1.4302309840077438,1.033611706054566,1.4435885034767435,0.25,0.25
14,0,1400000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0014_iter0000_d000014.csv,uniform,uniform,0.7702036199895722,1.4328284816447674,1.0230642208993748,1.4270665202265935,0.25,0.25
15,0,1500000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0015_iter0000_d000015.csv,uniform,uniform,0.742731103892917,1.2136536401675948,1.0090753045619123,1.4618418500106254,0.25,0.25
16,0,1600000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0016_iter0000_d000016.csv,uniform,uniform,0.6792176796913536,1.3619812436733563,1.0199515443968215,1.4953662438963733,0.25,0.25
17,0,1700000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0017_iter0000_d000017.csv,uniform,uniform,0.7190661009468972,1.159252829125282,1.062910815153971,1.4972982217535424,0.25,0.25
18,0,1800000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0018_iter0000_d000018.csv,uniform,uniform,0.7642262928294704,1.4847526817257553,1.0499895813687647,1.4712554429114515,0.25,0.25
19,0,1900000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0019_iter0000_d000019.csv,uniform,uniform,0.8721280712092268,1.498882631190158,1.0948943674937766,1.4972431889113633,0.25,0.25
20,0,2000000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0020_iter0000_d000020.csv,uniform,uniform,0.954637307184975,1.4269440096683634,1.052931216019677,1.489917193421402,0.25,0.25
21,0,2100000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0021_iter0000_d000021.csv,uniform,uniform,0.7487935096134025,1.4067489071079347,1.071114287798975,1.4980374956606666,0.25,0.25
22,0,2200000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0022_iter0000_d000022.csv,uniform,uniform,0.5689595799685432,1.3560960739500283,1.092742392862456,1.499767220887069,0.25,0.25
23,0,2300000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0023_iter0000_d000023.csv,uniform,uniform,0.5088237829792216,1.4193872643980847,1.0981195040066345,1.4999195339142015,0.25,0.25
24,0,2400000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0024_iter0000_d000024.csv,uniform,uniform,0.5892584073394987,1.486020396778929,1.0889935555720522,1.4980449674039038,0.25,0.25
25,0,2500000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0025_iter0000_d000025.csv,uniform,uniform,0.7879927542846994,1.2604947889201816,1.0801880578718308,1.4984849839510797,0.25,0.25
26,0,2600000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0026_iter0000_d000026.csv,uniform,uniform,0.6596781633753755,1.296982751559781,1.044275282897453,1.4961559594480756,0.25,0.25
27,0,2700000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0027_iter0000_d000027.csv,uniform,uniform,0.5243064267130608,1.3457176891587648,1.0614373246948998,1.4625311690596832,0.25,0.25
28,0,2800000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0028_iter0000_d000028.csv,uniform,uniform,0.9315318636960442,1.3342259605651574,1.075795100235643,1.4882063737355014,0.25,0.25
29,0,2900000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0029_iter0000_d000029.csv,uniform,uniform,1.0574625324782039,1.4602735145363632,1.0841317279612384,1.4851899831626223,0.25,0.25
30,0,3000000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0030_iter0000_d000030.csv,uniform,uniform,0.7065859872824751,1.275871538085335,1.0966062080784071,1.4985143059626245,0.25,0.25
31,0,3100000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0031_iter0000_d000031.csv,uniform,uniform,0.6553187559025594,1.16278741311417,1.0888118320659181,1.4913388971622261,0.25,0.25
32,0,3200000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0032_iter0000_d000032.csv,uniform,uniform,0.5747328235011702,1.1261835061323107,1.0586123064812734,1.4815448343668578,0.25,0.25
33,0,3300000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0033_iter0000_d000033.csv,uniform,uniform,0.9858264655476667,1.4498179859637492,1.0288421214431211,1.4582229492521877,0.25,0.25
34,0,3400000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0034_iter0000_d000034.csv,uniform,uniform,0.9908725825825464,1.459241614821759,1.0959077642697443,1.4974194541997277,0.25,0.25
35,0,3500000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0035_iter0000_d000035.csv,uniform,uniform,0.8315669063127724,1.3909958171675119,1.084829120827506,1.4870360822981292,0.25,0.25
36,0,3600000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0036_iter0000_d000036.csv,uniform,uniform,0.743906202048876,1.4679369446868646,1.0043066888568204,1.4830341769056767,0.25,0.25
37,0,3700000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0037_iter0000_d000037.csv,uniform,uniform,0.7492304224227349,1.440300415810666,1.0009954560807293,1.437136684439069,0.25,0.25
38,0,3800000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0038_iter0000_d000038.csv,uniform,uniform,0.547178022299384,1.307957703066054,1.0273849098599557,1.4784080533080048,0.25,0.25
39,0,3900000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0039_iter0000_d000039.csv,uniform,uniform,1.0662808561652546,1.4705570202771072,1.0864778295400774,1.487281913934272,0.25,0.25
40,0,4000000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0040_iter0000_d000040.csv,uniform,uniform,0.7284623049865337,1.2881395690533985,1.0488849546833465,1.4987968705191121,0.25,0.25
41,0,4100000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0041_iter0000_d000041.csv,uniform,uniform,0.965414712861097,1.4069823697076331,1.02698367855008,1.4900055408290878,0.25,0.25
42,0,4200000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0042_iter0000_d000042.csv,uniform,uniform,1.028784303642614,1.465154623069152,1.0344295730962325,1.499666728349108,0.25,0.25
43,0,4300000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0043_iter0000_d000043.csv,uniform,uniform,0.6895661272206202,1.1645574765081828,1.0880098121304072,1.4977498661668815,0.25,0.25
44,0,4400000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0044_iter0000_d000044.csv,uniform,uniform,0.9007336433428108,1.4917132359177883,1.092571457721442,1.498129853363087,0.25,0.25
45,0,4500000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0045_iter0000_d000045.csv,uniform,uniform,1.0164208457286068,1.43707716126566,1.0141246556901031,1.4716664477089496,0.25,0.25
46,0,4600000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0046_iter0000_d000046.csv,uniform,uniform,0.9287711219928517,1.3573754075560482,1.0395557273104876,1.494575475060852,0.25,0.25
47,0,4700000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0047_iter0000_d000047.csv,uniform,uniform,0.8368404605301338,1.3890350735610155,1.0194129772890794,1.4618035441848976,0.25,0.25
48,0,4800000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0048_iter0000_d000048.csv,uniform,uniform,0.8140608364369519,1.2394910190199153,1.0981942693126707,1.4992260558830186,0.25,0.25
49,0,4900000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0049_iter0000_d000049.csv,uniform,uniform,0.5038453295985861,1.3644637594910234,1.0978265713840147,1.4991086117832795,0.25,0.25
50,0,5000000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0050_iter0000_d000050.csv,uniform,uniform,0.691808981769599,1.1683479471785803,1.067252663391687,1.4736419110437244,0.25,0.25
51,0,5100000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0051_iter0000_d000051.csv,uniform,uniform,0.8466127355107156,1.3992124729818287,1.0962423093124383,1.496513859827754,0.25,0.25
52,0,5200000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0052_iter0000_d000052.csv,uniform,uniform,0.7999836941951711,1.4232250710882364,1.0177226740474659,1.4496517670298354,0.25,0.25
53,0,5300000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0053_iter0000_d000053.csv,uniform,uniform,0.5377372990729828,1.3458730340907872,1.0087767886759487,1.444818323079868,0.25,0.25
54,0,5400000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0054_iter0000_d000054.csv,uniform,uniform,1.0241135786724394,1.4599547610201995,1.0912621933640887,1.4979546290380255,0.25,0.25
55,0,5500000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0055_iter0000_d000055.csv,uniform,uniform,1.0491943760670597,1.4556671654327233,1.0073562905330633,1.4138715755366282,0.25,0.25
56,0,5600000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0056_iter0000_d000056.csv,uniform,uniform,1.0213125766083917,1.4712059095332122,1.0496571693798853,1.4578904078804997,0.25,0.25
57,0,5700000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0057_iter0000_d000057.csv,uniform,uniform,0.9042400626363643,1.3664951265616048,1.0710879863265945,1.4843977858894317,0.25,0.25
58,0,5800000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0058_iter0000_d000058.csv,uniform,uniform,0.8044819163267163,1.4378424203257172,1.0092745475523381,1.4617826746242946,0.25,0.25
59,0,5900000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0059_iter0000_d000059.csv,uniform,uniform,0.6183409683775212,1.4075873336745799,1.048884603612926,1.4994221574840725,0.25,0.25
60,0,6000000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0060_iter0000_d000060.csv,uniform,uniform,0.6097659948054313,1.4818707249475804,1.080091703660861,1.4896727802430025,0.25,0.25
61,0,6100000,design_optimisation\optim_out_v3_3\candidate_bank\designs\var0061_iter0000_d000061.csv,uniform,uniform,0.9881204385077813,1.4555669096722215,1.0655121063991382,1.497023376207481,0.25,0.25
