participant,localiser_session,run,event_type,fix_dur,block_index,category,trial_in_block,image_path,is_target,img_dur,isi_dur
45,2,1,fixation,16.0,,,,,,,
45,2,1,trial,,1,scrambled,1,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000039_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,2,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000028_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,3,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000009_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,4,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000050_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,5,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000057_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,6,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000007_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,7,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000018_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,8,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000001_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,9,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000010_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,10,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000016_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,11,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000048_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,12,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000068_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,13,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000065_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,14,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000046_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,15,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000019_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,16,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000040_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,17,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000044_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,18,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000026_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,19,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000062_n9.png,0,0.3,0.5
45,2,1,trial,,1,scrambled,20,images/localiser_images/scrambled\scr_group_ycbcr_spectrum_000020_n9.png,0,0.3,0.5
45,2,1,fixation,4.0,,,,,,,
45,2,1,trial,,2,table lamp,1,images/localiser_images/table lamp\n03636248_9554.JPEG,0,0.3,0.5
45,2,1,trial,,2,table lamp,2,images/localiser_images/table lamp\table lamp_43.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,3,images/localiser_images/table lamp\n04380533_3253.JPEG,0,0.3,0.5
45,2,1,trial,,2,table lamp,4,images/localiser_images/table lamp\n03636248_1176.JPEG,0,0.3,0.5
45,2,1,trial,,2,table lamp,5,images/localiser_images/table lamp\table lamp_51.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,6,images/localiser_images/table lamp\n03636248_11737.JPEG,0,0.3,0.5
45,2,1,trial,,2,table lamp,7,images/localiser_images/table lamp\table lamp_56.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,8,images/localiser_images/table lamp\table lamp_132.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,9,images/localiser_images/table lamp\n04380533_1849.JPEG,0,0.3,0.5
45,2,1,trial,,2,table lamp,10,images/localiser_images/table lamp\table lamp_66.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,11,images/localiser_images/table lamp\n03636248_7518.JPEG,0,0.3,0.5
45,2,1,trial,,2,table lamp,12,images/localiser_images/table lamp\table lamp_69.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,13,images/localiser_images/table lamp\table lamp_108.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,14,images/localiser_images/table lamp\table lamp_28.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,15,images/localiser_images/table lamp\table lamp_100.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,16,images/localiser_images/table lamp\table lamp_143.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,17,images/localiser_images/table lamp\table lamp_133.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,18,images/localiser_images/table lamp\table lamp_81.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,19,images/localiser_images/table lamp\table lamp_136.jpg,0,0.3,0.5
45,2,1,trial,,2,table lamp,20,images/localiser_images/table lamp\table lamp_119.jpg,0,0.3,0.5
45,2,1,fixation,4.0,,,,,,,
45,2,1,trial,,3,teapot,1,images/localiser_images/teapot\teapot_42.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,2,images/localiser_images/teapot\teapot_37.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,3,images/localiser_images/teapot\teapot_21.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,4,images/localiser_images/teapot\teapot_05s.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,5,images/localiser_images/teapot\teapot_19.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,6,images/localiser_images/teapot\teapot_03s.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,7,images/localiser_images/teapot\teapot_84.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,8,images/localiser_images/teapot\teapot_11.jpg,0,0.3,0.5
45,2,1,trial,,3,teapot,9,images/localiser_images/teapot\teapot_33.jpg,0,0.3,0.5
