trial_id,run_id,ObjectSpace,condition,image_file,iti,sampled_f0,sampled_f1,trial_duration_max,img_onset,img_dur,isi1_dur,isi1_type,dec_onset_est,max_dec_dur,isi2_dur,isi2_type,fb_dur
0,1,20,Congruent,20_0.633_0.755.png,2.578601121902466,0.635,0.752,8.665915489196777,0.0,1.0,1.94369637966156,hidden,2.9436964988708496,3.0,1.7222191095352173,fixation,1.0
1,1,3,Incongruent,3_0.408_0.429.png,2.6475014686584473,0.414,0.435,8.533689379692078,11.244516372680664,1.0,1.8645113706588745,hidden,14.109027862548828,3.0,1.6691780090332031,fixation,1.0
2,1,2,Incongruent,2_0.939_0.061.png,3.2536702156066895,0.936,0.065,9.105387210845947,22.42570686340332,1.0,2.0295660495758057,hidden,25.455272674560547,3.0,2.0758211612701416,fixation,1.0
3,1,1,Medium,1_0.673_0.327.png,2.683420181274414,0.665,0.336,8.984415531158447,34.78476333618164,1.0,2.0229454040527344,hidden,37.807708740234375,3.0,1.961470127105713,fixation,1.0
4,1,9,Medium,9_0.204_0.000.png,2.8724164962768555,0.214,0.0,8.671292662620544,46.45260238647461,1.0,1.9858825206756592,hidden,49.43848419189453,3.0,1.6854101419448853,fixation,1.0
5,1,20,Congruent,20_1.000_0.837.png,2.5880298614501953,1.0,0.834,8.919947624206543,57.99631118774414,1.0,1.7872965335845947,hidden,60.783607482910156,3.0,2.1326510906219482,fixation,1.0
6,1,3,Incongruent,3_0.449_0.388.png,3.2072298526763916,0.457,0.389,8.695098757743835,69.50428771972656,1.0,2.0203843116760254,hidden,72.52467346191406,3.0,1.67471444606781,fixation,1.0
7,1,2,Incongruent,2_0.612_0.204.png,2.4061291217803955,0.613,0.206,8.699836730957031,81.4066162109375,1.0,1.557206153869629,hidden,83.96382141113281,3.0,2.1426305770874023,fixation,1.0
8,1,11,Congruent,11_0.327_0.980.png,1.9675747156143188,0.322,0.979,9.359992027282715,92.51258087158203,1.0,2.1740479469299316,hidden,95.68663024902344,3.0,2.185944080352783,fixation,1.0
9,1,22,Congruent,13b_0.755_0.673.png,3.1030445098876953,0.751,0.683,9.055975437164307,103.84014892578125,1.0,1.7809815406799316,hidden,106.62113189697266,3.0,2.274993896484375,fixation,1.0
10,1,1,Medium,1_0.939_0.347.png,2.965315580368042,0.944,0.345,8.671153664588928,115.9991683959961,1.0,2.1227054595947266,hidden,119.12187194824219,3.0,1.5484482049942017,fixation,1.0
11,1,18,Incongruent,18_0.347_0.041.png,3.1249918937683105,0.34,0.045,9.061060190200806,127.63563537597656,1.0,1.6996607780456543,hidden,130.33529663085938,3.0,2.3613994121551514,fixation,1.0
12,1,22,Congruent,13b_0.694_0.612.png,2.065598726272583,0.689,0.604,8.544009923934937,139.82168579101562,1.0,1.5696085691452026,hidden,142.39129638671875,3.0,1.9744013547897339,fixation,1.0
13,1,8,Medium,8_0.878_0.939.png,3.2457826137542725,0.887,0.948,8.640222549438477,150.43130493164062,1.0,1.5360119342803955,hidden,152.96731567382812,3.0,2.104210615158081,fixation,1.0
14,1,1,Medium,1_0.714_0.551.png,2.4535844326019287,0.717,0.552,9.402652025222778,162.3173065185547,1.0,2.3115131855010986,hidden,165.62881469726562,3.0,2.0911388397216797,fixation,1.0
